text,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
"ملخص:

تتناول هذه الدراسة السياسة العامة الاقتصادية في الجزائر خلال فترة الوفرة المالية الممتدة من 2005 إلى 2014. تهدف الدراسة إلى تحليل أهمية هذه السياسة وتأثيرها على تحقيق الرفاهية الاقتصادية وتلبية احتياجات المواطنين. تشير النتائج إلى أن الجزائر حققت بعض النجاحات في سياستها الاقتصادية خلال هذه الفترة، لكنها فوتت فرصة تطوير القطاعات الاستراتيجية وخلق اقتصاد مستقل عن قطاع الهيدروكربونات.

كلمات مفتاحية: السياسة العامة الاقتصادية، الوفرة المالية، البرامج التنموية، التنمية الاقتصادية.",1,0.01639344262295082,0.006147540983606557,0.0,8.0,0.17040816326530628
يتناول هذا البحث تحديات وتطورات مهنة المكتبات في عصر المعرفة والمعلومات الرقمية. يشير الكاتب إلى أن مهنة المكتبات لم تندثر كما توقع البعض، بل استمرت كضرورة ثقافية وعلمية. تواجه المكتبات تحديات عديدة وتسعى لتجديد نفسها ووسائلها لتلبية احتياجات المستفيدين. يشير البحث أيضاً إلى أهمية مواكبة التطورات التكنولوجية والتغيرات المستمرة في مجال المعلومات والاتصالات.,1,0.0,0.00558659217877095,0.0,4.0,0.12997903563941304
"في الدول العربية، تعتبر شريحة الأطفال الأقل من خمس سنوات جزءاً أساسياً من الهرم السكاني. لتقييم وضعهم الصحي، يجب الالتزام بالمعايير العالمية التي تشمل معدلات انتشار الأمراض، معدلات الوفيات الناجمة عن هذه الأمراض والحالة الغذائية والرضاعة الطبيعية والتطعيمات ونسبة الأطفال الذين يتلقون فيتامين ""أ"" التكميلي لتعزيز مناعتهم وتقليل احتمالية الوفاة. بالإضافة إلى ذلك، يجب النظر في نسبة الأطفال الذين يتمتعون بوصول إلى مياه الشرب النظيفة ومرافق الصرف الصحي.",1,0.0,0.0066518847006651885,5.0,7.0,0.10539215686274517
في هذه الدراسة، سنستعرض التحولات الاقتصادية التي شهدتها الجزائر خلال فترة الاحتلال الفرنسي وتأثيرها على قطاعات الزراعة والصناعة والتجارة. سنركز على كيفية استغلال المستعمر الفرنسي للموارد الاقتصادية المحلية بشكل مكثف لتعزيز اقتصاده الخاص. بالإضافة إلى ذلك، سنحلل التأثيرات السلبية لهذه السياسات الاستعمارية على المجتمع الجزائري، مما أدى إلى تكوين طبقتين اجتماعيتين: الأولى تتألف من الأقلية الأوروبية التي تتمتع بجميع الامتيازات، والثانية تشمل الأغلبية الجزائرية المحرومة من الحقوق الأساسية. سنلقي الضوء أيضاً على دور الصحافة الإصلاحية الجزائرية في التعبير عن احتجاجات ومطالب المجتمع الجزائري خلال هذه الفترة.,1,0.0,0.004942339373970346,6.0,11.0,0.13157056387384514
تتناول هذه الدراسة الجدل الفقهي والقانوني حول استخدام الأساليب العلمية الحديثة في تحديد النسب، ولا سيما البصمة الوراثية، مقارنةً مع الطرق التقليدية كالملاعنة. تبرز الدراسة الخلاف بين الفقهاء حول مدى دقة العلم الحديث في حفظ الأنساب وتحقيق مقاصد الشريعة الإسلامية، حيث يتبنى بعضهم هذه الأساليب لدقتها العلمية، في حين يرفضها آخرون لتعارضها مع الأحكام الشرعية التقليدية واحتمال الخطأ فيها. يُلقي البحث الضوء على موقف المشرع الجزائري الذي تبنى وجهة النظر الرافضة، معتبراً ذلك إجحافاً بحق الطفل وإضاعة لنسبه. تهدف الدراسة إلى تقديم تحليل شامل لرؤى الفقهاء والقانونيين في المجتمع الجزائري حول استخدام الأدلة العلمية لتأكيد أو نفي النسب وتحديد عواقب هذه المواقف على الأفراد والمجتمع.,1,0.0,0.002962962962962963,5.0,9.0,0.14448051948051943
يبرز النشر الإلكتروني كوسيلة رئيسية للإنتاج الفكري الرقمي، غير أن النصوص القانونية تفتقد في كثير من الأحيان إلى توفير الحماية الكافية لهذا النوع من الإنتاج. ونتيجة لذلك، يلجأ أصحاب الحقوق إلى تطوير تدابير تقنية ذاتية للحفاظ على حقوق المؤلف في مواجهة الاستغلال غير المشروع عبر الإنترنت. وفي هذا السياق، تكتسب الحماية التقنية أهمية بالغة كآلية مكملة للحماية القانونية، من خلال استخدام تقنيات متقدمة لمنع الاستغلال غير المصرح به لهذه الحقوق. وفي مجال التشريع الجزائري، يعدّ التصديق على معاهدتي الويبو الأولى والثانية خطوة هامة، حيث تدخل أحكامهما في إطار النظام القانوني الداخلي. بالإضافة إلى ذلك، يُعترف بالتشفير والتوقيع الإلكتروني كوسيلتين فعالتين للحفاظ على أمن البيانات والمعلومات، مما يفتح المجال لاستغلال هذه الوسائل في حماية المصنفات الرقمية.,1,0.0,0.002680965147453083,7.0,13.0,0.1280632411067193
تهدف هذه الدراسة التطبيقية إلى استكشاف دور تكنولوجيا المعلومات في تطوير الأداء الاستراتيجي في وزارة الإعمار والإسكان والبلديات والأشغال العامة في العراق. تستخدم الدراسة منهجاً مختلطاً يجمع بين التحليل النظري والمقابلات الميدانية مع المسؤولين والموظفين. من المتوقع أن تسلط النتائج الضوء على مدى تأثير تكنولوجيا المعلومات على تحسين العمليات الإدارية واتخاذ القرارات الاستراتيجية وتعزيز التعاون بين الأقسام المختلفة. تساهم هذه الدراسة في توفير توصيات عملية لتعزيز استخدام تكنولوجيا المعلومات في القطاع الحكومي وتحسين الأداء العام للوزارة.,1,0.0,0.001869158878504673,3.0,10.0,0.1668081494057725
تنص المادة 43 فقرة 3 من الدستوري الجزائري لسنة 2016 على أن:''... القانون يحمي حقوق المستهلكين. ويمنع القانون الإحتكار والمنافسة غير النزيهة''، كما ينص أيضا مشروع تعديل الدستور لسنة 2020 في مادته 62 على أنه:'' تعمل السلطات العمومية على حماية المستهلكين بشكل يضمن لهم الامن والسلامة والصحة وحقوقهم الإقتصادية''، ويعتبر حق المستهلك في تلقي الخدمات البنكية أحد هاته الحقوق، والتي أصبحت بحاجة ملحة إلى حماية قانونية شاملة في ظل تطور المؤسسات البنكية وإلزامية التعامل معها قانونا في الكثير من المعاملات، حيث بحثنا عن الحماية القانونية التي يوفرها القانون الجزائري للمستهلكين في المجال البنكي. وقد تبين بأن المشرع قد وضع مجموعة من الوسائل القانونية التي تساهم في تكريس عدالة وقائية، وتحقيق التوازن في العلاقة الاستهلاكية بين المستهلك والبنك، التي كثيرا ما تشهد تضارب في المصالح بين الطرفين، وذلك خروجا عن القواعد العامة للتعاقد، التي يغلب عليها الطابع العلاجي، كما أن مجهودات المشرع الجزائري في إطار تحقيق حماية فعالة للمستهلك في هذا المجال تبقى غير كافية.,0,0.0136986301369863,0.004214963119072708,11.0,19.0,0.18926974664679586
تدرس هذه الدراسة المفاهيم النظرية المتعلقة بالمصطلحات وعلاقتها باللغات المتخصصة، مع التركيز على كيفية انتقالها بين المجالات المعرفية المختلفة. يتم فحص عينة من مصطلحات اللسانيات، مع التركيز على كيفية انتقالها إلى مجال النقد الثقافي. يتم استكشاف التغييرات في هذه المصطلحات، بالإضافة إلى المعاني والدلالات الجديدة التي تكتسبها ضمن اللغات المتخصصة التي تنتقل إليها.,1,0.0,0.00554016620498615,4.0,8.0,0.13507718696397952
"يتناول هذا البحث مفهوم ""الاقتصاد الأدائي"" في الشعر العربي القديم من منظور نقدي. يهدف البحث إلى الكشف عن الجهود المبكرة للنقاد العرب القدماء في دراسة شعرية النصوص وتحليلها من خلال الاقتصاد الأدائي. يركز البحث على مدى قدرة النصوص الشعرية على التأثير والتأثر، وكيف يمكن للغة الشعرية أن تخلق جوًا وتومئ بدلاً من تسمية الأشياء بشكل مباشر. يستخدم البحث مصطلحات مثل ""الاقتصاد الأدائي""، ""الشعرية العربية القديمة""، ""الإيجاز"" و""النقد العربي القديم"" كمفاتيح لفهم الموضوع.",1,0.0,0.006521739130434782,5.0,9.0,0.1370673952641166
"الملخص:

تتناول هذه الدراسة صورة المرأة في العمل الفني ""همسة"" للفنان التشكيلي الجزائري سليمان الشريف. يركز البحث على الجوانب الثقافية والاجتماعية للمرأة الجزائرية من خلال اللوحة. يستخدم الفنان ألوانًا وخطوطًا وعناصر تشكيلية أخرى للتعبير عن حياة النساء اليومية وتفاعلاتهن. تستمد المواضيع من الواقع المعاش وتحمل أبعادًا دلالية ترتبط بالتاريخ والهوية. يعتبر هذا العمل الفني مستوحى من الحياة اليومية ويعكس جوانب مهمة من حياة المرأة الجزائرية.",1,0.0,0.00684931506849315,4.0,7.0,0.11282051282051286
"مخطوطة طاهر الجزائري ""بداية الانس في عروض الفرس"" هي دراسة مقارنة بين العروض العربي والفارسي، مع تقديم شواهد وأمثلة. المخطوطة هي جزء من مجموعة أعمال الجزائري التي تهدف إلى تطوير علم العروض. تتميز المخطوطة بمنهجيتها الأكاديمية والبحثية. تعتبر الثقافة العربية والفارسية متداخلة بشكل كبير، حيث استعارت الفارسية العديد من التراكيب والمفردات من العربية، بينما دخلت العربية العديد من المفردات الفارسية والتركية.",1,0.0,0.007425742574257425,5.0,7.0,0.13146279949558637
يهدف هذا البحث إلى دراسة الظاهرة الإجرامية الإلكترونية في الجزائر، وتحليل آليات الرقابة المجتمعية التي يمكن أن تسهم في الوقاية من هذه الجرائم. يأتي هذا في سياق التغيرات التقنية والتكنولوجية السريعة التي تشهدها الجزائر، والتي أدت إلى انتشار واسع للإنترنت. اعتمد البحث على المنهج الوصفي لوصف الظاهرة وتحليلها. توصلت النتائج إلى أهمية تدخل جميع الأطراف ذات الصلة في الحفاظ على تماسك المجتمع الجزائري، بدءًا من تفعيل آليات المراقبة وانتهاءً بتعزيز الوعي لدى الأفراد بأهمية الحفاظ على الأمن الرقمي. يبرز البحث ضرورة التفاعل بين المجتمع والهيئات المعنية لمنع الجريمة الإلكترونية وضمان أمن المعلومات.,1,0.0,0.003372681281618887,7.0,12.0,0.1683313748531139
تهدف هذه الورقة البحثية إلى دراسة أحكام رخصة البناء في التشريع الجزائري وتحليل تأثيرها على البيئة. يستخدم البحث منهجاً وصفياً تحليلياً يتضمن مراجعة شاملة للنصوص القانونية المتعلقة برخص البناء ومراحل إصدارها، بالإضافة إلى إجراء دراسات حالة لعدد من المشاريع الإنشائية في الجزائر. تسعى الدراسة إلى توضيح كيف تؤثر الإجراءات القانونية والبنود التنظيمية على الحفاظ على البيئة ومنع التدهور البيئي الذي قد ينجم عن أنشطة البناء غير المنضبطة. من المتوقع أن تكشف النتائج عن وجود فجوات في التطبيق الفعلي للأحكام القانونية ذات الصلة بحماية البيئة خلال عمليات البناء، بالإضافة إلى تقديم توصيات لتحسين التشريعات الحالية لضمان توازن أفضل بين التنمية العمرانية والمسؤولية البيئية. تسعى الورقة إلى تعزيز الفهم القانوني والبيئي لهذه القضية المهمة، وتوفير إطار عمل يمكن أن يكون مرجعية لصناع القرار والمشرعين والمجتمع المدني لرفع مستوى الحماية البيئية في مجال البناء والتشييد.,1,0.0,0.0023391812865497076,7.0,16.0,0.14687414687414702
"تدرس هذه الورقة البحثية تمثيلات المستعمر في رواية ""سيغون ستارغو"" للكاتب الجزائري محمد بن زخروفة، مع التركيز على كيفية كسر الصور النمطية. من خلال تحليل دقيق للسرد والشخصيات، تهدف الدراسة إلى فهم تصوير المستعمر في الأدب الجزائري. تعتمد الورقة على منهجيات التحليل النصي والنقد الأدبي، مما يؤدي إلى نتائج تكشف عن تصوير معقد ومتعدد الأوجه للمستعمر، يتحدى المفاهيم التقليدية للقوة والهيمنة الاستعمارية.",1,0.0,0.007575757575757576,4.0,9.0,0.08640552995391704
في هذه الدراسة، تم التحقيق في مستويات قلق الموت بين المرضى المقبلين على العمليات الجراحية بمشاركة 205 مريضًا ومريضة من مستشفيات ولاية الوادي. استخدم الباحثون مقياسًا تم تطويره خصيصًا لقياس قلق الموت لجمع البيانات الأساسية. أظهرت التحليلات الإحصائية نتائج مهمة أبرزها أنه لا توجد فروق ذات دلالة إحصائية في مستويات قلق الموت المرتبطة بالعمر أو بنوع العملية الجراحية المحددة التي يخضع لها المرضى. ومع ذلك، تم الكشف عن فروق ذات دلالة إحصائية في مستويات قلق الموت بناءً على نوع المستشفى الذي يتم فيه إجراء العملية. تشير هذه النتائج إلى أن البيئة الطبية وظروف المستشفى قد تلعب دورًا حاسمًا في تشكيل قلق الموت لدى المرضى، مما يبرز أهمية العناية بتوفير بيئة داعمة نفسيًا للمرضى في مختلف المستشفيات. وتوصي الدراسة بضرورة التركيز على تطوير استراتيجيات ونهج داعمة للتخفيف من قلق الموت لدى المرضى بالتوازي مع العمليات الجراحية، مع الأخذ بعين الاعتبار العوامل البيئية المحددة للمستشفى. تسلط الدراسة الضوء على عدم تأثير العمر وأنواع العمليات على قلق الموت، مما يستدعي اهتمامًا خاصًا بالعوامل المؤسسية لتقديم رعاية طبية متكاملة تشمل الجوانب النفسية. الكلمات المفتاحية: قلق الموت؛ عمليات جراحية؛ عوامل مؤسسية؛ العوامل البيئية.,1,0.002702702702702703,0.0036036036036036037,4.0,17.0,0.21573033707865186
تهدف هذه الدراسة إلى تقييم تأثير العرض العام الأولي (IPO) على الأداء المالي للمؤسسات الاقتصادية المدرجة في بورصة الجزائر. تسعى الدراسة إلى تحليل فعالية هذا الأسلوب في خصخصة القطاع العام ودعم تطوير البورصة من خلال جذب استثمارات القطاع الخاص. يعتبر العرض العام الأولي أداة مهمة لإدماج المؤسسات العمومية الاقتصادية في المسار التنموي وتحسين الاقتصاد الوطني. من خلال فتح السوق المالية أمام مؤسسات القطاع الخاص للاكتتاب، يمكن لهذه المؤسسات تنويع مصادر تمويلها بتكلفة منخفضة، مما يؤدي إلى تحسين الأداء الاقتصادي للقطاع العام وإعادة الهيكلة. تهدف هذه الدراسة إلى إبراز دور العرض العام الأولي كآلية فعالة للخصخصة وتمويل المؤسسات، مما يعزز الأداء الاقتصادي ويضمن تعبئة موارد القطاع الخاص الجزائري وتنمية مؤسساته.,1,0.0,0.005698005698005698,9.0,10.0,0.22442660550458715
يحلل هذا البحث موضوع ضرب الزوجة الناشز من منظور الفقه الإسلامي في ظل الأوضاع المعاصرة التي أفرزتها الثورة الحقوقية. يسلط البحث الضوء على شرعية هذه الوسيلة في سياق تاريخي، مع عرض آراء الفقهاء ووجهات نظرهم في استخدام هذه الوسيلة. يُستخدم منهج تحليلي لواقع النصوص ووظروف نزولها مع إعمال النظرة المقاصدية لوسائل الحفاظ على الاستقرار الأسري عند نشوز الزوجة. توصلت الدراسة إلى منع الضرب مطلقًا سواء كان مربحًا أو غير مربح وفقًا لما يقتضيه واقعنا المعاصر. يُظهر البحث أن الحفاظ على الاستقرار الأسري يمكن أن يتحقق من خلال وسائل أخرى لا تتنافى مع حقوق الإنسان والقيم الإسلامية.,1,0.0,0.0035211267605633804,4.0,12.0,0.13109756097560976
تقوم اللامركزية الإقليمية على وجود مصالح محلية لسكان الإقليم، وإسناد إدارة هذه المصالح إلى هيئات منتخبة من السكان المحليين، مع الاستقلالية تحت إشراف السلطة المركزية. تهدف هذه اللامركزية إلى تقريب الإدارة من المواطن وتعزيز العدالة الاجتماعية. في الجزائر، بدأ الاهتمام بنظام الإدارة المحلية بعد الاستقلال، مع إصدار القوانين التي تتناول الجوانب التنظيمية والإدارية لهذه المحليات. كما زاد عدد المحليات لمواكبة التقدم الاقتصادي والعمراني. سيتناول هذا الملخص دور الرشادة الإدارية في التنمية المحلية، مع التركيز على الولاية والبلدية.,1,0.0,0.0038022813688212928,3.0,11.0,0.10446906035141335
تدرس هذه الورقة البحثية الحالة الراهنة لممارسة النشاط البدني الرياضي في مختلف الأوساط الاجتماعية. الهدف هو تحديد العوامل التي تؤثر في المشاركة في النشاط البدني الرياضي، باستخدام نهج مختلط يجمع بين الاستطلاعات الكمية والمقابلات النوعية. تشير النتائج إلى أن العوامل الاجتماعية الاقتصادية، مثل الدخل والتعليم، تلعب دوراً كبيراً في تحديد مستويات المشاركة في النشاط البدني الرياضي. كما يتم تحديد الوصول إلى المرافق، والمواقف الثقافية تجاه الرياضة، وتوافر الوقت كأثر كبير. تخلص الدراسة إلى أن معالجة هذه الحواجز أمر بالغ الأهمية لتعزيز المشاركة في النشاط البدني الرياضي في جميع الأوساط الاجتماعية.,1,0.0,0.00338409475465313,9.0,10.0,0.2343434343434343
"يتناول البحث توجيه رواية قالون عن الإمام نافع في كتاب ""الأنوار السواطع على الدرر اللوامع"" لأبي علي الحسين بن علي الرجراجي. يركز البحث على تحليل وتوضيح المواقع المحددة لتوجيه رواية قالون والآليات المستخدمة في هذا السياق، مع تسليط الضوء على كيفية ربط محتوى الكتاب بما ذكره علماء التوجيه. يشرح الرجراجي في هذا الكتاب أصول القراءات، ويعرض تفصيلًا للروايتين الشهيرتين، ورش وقالون، مستندًا إلى تفسير أصل مقرىء الإمام نافع. يمثل البحث جزءًا من جهود موسعة لاستكشاف عالم القراءات القرآنية والتوجهات المختلفة التي ظهرت في هذا السياق الهام. يهدف الباحثون من خلال هذا العمل إلى تقديم فهم أعمق لكيفية توجيه القراءات وتفسيراتها من خلال النصوص التاريخية والثابتة في هذا العلم.",1,0.0,0.0045385779122541605,3.0,15.0,0.18801742919389985
"تهدف هذه الدراسة إلى تحليل تأثير التدريب المدمج على تطوير مهارات التمرير الطويل والمراوغة لدى براعم نوادي رابطة أم البواقي لكرة القدم (9-12 سنة). تم استخدام المنهج التجريبي واختيار عينة الدراسة بشكل متعمد، حيث تضمنت مجموعتين: تجريبية وضابطة، كل منها تضم 18 لاعبًا. تم استخدام اختبارات المهارات لتقييم الأداء قبل وبعد التدريب. توصلت الدراسة إلى وجود تأثير إيجابي لطريقة التدريب المدمج على تطوير مهارات التمرير الطويل والمراوغة في كرة القدم. بناءً على هذه النتائج، توصي الدراسة بإيلاء اهتمام أكبر لتطوير المهارات الأساسية في المستقبل لأنها تعتبر مفتاح النجاح والتفوق.

الكلمات المفتاحية: التدريب المدمج، المهارات الأساسية، التمرير الطويل، المراوغة، كرة القدم.",1,0.0076103500761035,0.0076103500761035,2.0,7.0,0.19394736842105265
